Symbol,Sector,Company_Name,Price,Price_Change_1d,Price_Change_3d,Price_Change_5d,Vol_Expansion,Turn_Expansion,Curr_Delivery,Avg_Delivery,Delivery_Change,RS_Score,Accumulation_Score,Market_Cap,Is_SME,Bucket,Dist_From_High,High_52w
AKSHARCHEM,Specialty Chemicals,AksharChem (India) Limited,248.3699951171875,12.92111778279906,16.951547218398204,19.997101287089,24.886529154724425,28.91727553215995,33.18,54.8,-21.619999999999997,98.18666666666667,79.728,199.51808,False,Neutral / Other,20.569329776746454,312.6877746582031
MACPOWER,Power Equipment,Macpower CNC Machines Limited,1182.050048828125,12.356826573489215,18.092815266746403,18.781090270696428,12.11050630424482,14.014376698060204,27.48,54.136,-26.656000000000002,97.92,79.688,1182.541824,False,BUCKET B,4.295192924171612,1235.0999755859375
CARBORUNIV,,Carborundum Universal Limited,1241.699951171875,4.151988091539837,16.536832583000937,17.909028578317248,3.3783915961711406,3.6263243864436783,17.58,32.589999999999996,-15.009999999999998,97.70666666666666,79.656,23653.5775232,False,BUCKET B,0.0,1241.699951171875
NACLIND,,NACL Industries Limited,193.8000030517578,15.597977994213219,12.569701980327718,17.625643064534696,16.14790461476693,18.601218576454116,18.93,50.592,-31.662,97.6,79.64,4539.635712,False,Neutral / Other,40.055672635576684,323.29998779296875
SBC,,SBC Exports Limited,43.59000015258789,9.302906181311178,16.988733537855445,17.24045130392261,3.3622563158563348,3.83490634467203,22.61,36.989999999999995,-14.379999999999995,97.33333333333334,79.6,2075.7123072,False,BUCKET B,0.0,43.59000015258789
INDOAMIN,,Indo Amines Limited,143.5500030517578,7.335125733260998,9.080544372347829,9.655487767209468,10.304962733678165,11.182245998174984,37.51,45.757999999999996,-8.247999999999998,89.28,79.56,1041.9944448,False,Neutral / Other,15.555752032073345,169.9938201904297
RANEHOLDIN,,Rane Holdings Limited,1688.300048828125,2.0552498940010886,10.259933559690646,16.434486126077587,5.17311884352515,5.546995264287553,25.44,40.31,-14.870000000000001,96.58666666666666,79.488,2410.522624,False,BUCKET B,0.18917831344221106,1691.5
CNL,,Creative Newtech Limited,753.25,5.041141492791791,6.443859819505341,6.8363964316789305,3.5631488459303546,3.7531224604627558,50.07,56.486000000000004,-6.416000000000004,80.32000000000001,79.43733333333333,1131.1310848,False,BUCKET B,3.441863405491114,780.0999755859375
GARFIBRES,,Garware Technical Fibres Limited,796.4000244140625,14.16285153180224,17.126260771589568,15.011915715867138,127.53718405914049,147.5638254783565,5.96,45.292,-39.332,95.84,79.376,7776.714752,False,Neutral / Other,16.114038770250307,949.3841552734376
THELEELA,,Leela Palaces Hotels & Resorts Limited,494.2000122070313,7.998252975380477,7.92749919074101,14.983719460942254,4.3379222176788,4.706605128137036,26.29,48.532,-22.241999999999997,95.73333333333333,79.36,16504.1995776,False,BUCKET B,0.0,494.2000122070313
INDSWFTLAB,,Ind-Swift Laboratories Limited,187.3800048828125,11.086087869931573,15.211513518204484,14.935905223479534,5.766009239982322,6.552872608507109,33.09,45.744,-12.653999999999996,95.62666666666667,79.344,1629.4857728,False,BUCKET B,0.0,187.3800048828125
KMEW,Industrial Manufacturing / Capital Goods,Knowledge Marine & Engineering Works Limited,2072.89990234375,0.905410751766047,4.244400419600201,7.81753503934207,3.714488392089424,3.80527879735526,36.14,43.644,-7.503999999999998,84.53333333333333,79.344,5067.0190592,False,Neutral / Other,6.190887987103205,2209.699951171875
MANYAVAR,,Vedant Fashions Limited,412.5,-1.5748045830105422,-0.32620661679486607,1.251842459480124,3.0523224428957016,3.044875114008112,54.38,51.355999999999995,3.024000000000008,37.44,79.29866666666668,10022.8112384,False,Neutral / Other,49.61936845451166,818.7670288085938
HATHWAY,,Hathway Cable and Datacom Limited,12.18000030517578,4.999999177866965,9.139789173027612,14.044943418897326,6.775970298195274,7.287766990647416,17.55,32.186,-14.636,95.14666666666668,79.272,2155.9873536,False,Neutral / Other,27.240140551314923,16.739999771118164
IRIS,,IRIS RegTech Solutions Limited,270.8999938964844,12.616915593302371,17.96211674126739,13.58490310125131,19.85985638174658,22.917517152851154,34.54,64.36,-29.82,94.93333333333334,79.24,557.1938304,False,Neutral / Other,34.382950250323965,412.8500061035156
TARIL,,,357.54998779296875,10.066178567050128,10.576768530662875,13.47190760621807,17.339417533858743,19.22956502189065,16.08,36.321999999999996,-20.241999999999997,94.66666666666667,79.2,10732.4284928,False,Neutral / Other,36.02612771974457,558.9000244140625
SWSOLAR,Power Equipment,Sterling and Wilson Renewable Energy Limited,235.47000122070312,6.0054904986511435,9.945372010021485,13.081691423941916,4.607382297735088,5.067764629275112,27.33,40.22,-12.89,94.13333333333334,79.12,5502.052352,False,Neutral / Other,30.034167356572816,336.54998779296875
DECCANCE,,Deccan Cements Limited,569.0999755859375,-1.4801434201959422,-1.4545496820887447,-1.73531009314777,8.468946689921893,8.342981282888262,78.24,69.70599999999999,8.534000000000006,11.466666666666667,79.07600000000001,797.1667968,False,Neutral / Other,50.07019203315068,1139.800048828125
PARACABLES,,Paramount Communications Limited,73.05999755859375,4.640501114195383,9.485979144645789,13.942598922437307,2.4080789735582404,2.6095654050618053,46.18,40.788,5.392000000000003,95.09333333333333,78.9209079296574,2229.8628096,False,BUCKET B,0.0,73.05999755859375
GNA,,G N A Axles Limited,413.1499938964844,0.07266265920643654,7.731419529722132,11.286193642150673,4.599210662841495,4.62755549204592,23.41,39.29,-15.879999999999999,92.16,78.824,1773.6859648,False,BUCKET C,9.634736906043653,457.2000122070313
RETAIL,,JHS Svendgaard Retail Ventures Limited,19.030000686645508,7.879826219340775,6.4317761736941845,5.839828538052243,4.621737855537093,4.932097460511397,73.49,79.774,-6.284000000000006,75.52,78.80533333333332,15.6133536,False,Neutral / Other,55.82636982868574,43.08000183105469
SUNDRMBRAK,,Sundaram Brake Linings Limited,808.9500122070312,6.105716986137879,10.70133591611786,11.142411120616744,7.179255762288253,7.771736064219334,52.76,70.838,-18.077999999999996,91.84,78.776,318.2874368,False,Neutral / Other,18.718913618987063,995.25
EIEL,,,205.8699951171875,5.704457241582834,6.156862214380605,10.957207376688066,6.533287473221259,6.990748738335545,24.32,34.614,-10.293999999999997,91.62666666666667,78.744,3613.6361984,False,Neutral / Other,27.85857005301249,285.3699951171875
LAMBODHARA,,Lambodhara Textiles Limited,114.12999725341795,5.130803076720649,7.416468003216899,10.676875691996468,40.90685290733457,43.83288272620854,26.09,57.124,-31.034000000000002,91.14666666666666,78.672,118.439552,False,Neutral / Other,25.003283778195883,152.17999267578125
SHREERAMA,,Shree Rama Multi-Tech Limited,46.060001373291016,0.06518052311491244,6.74391597800259,10.402684625124627,3.657183006011609,3.858572989444245,27.57,50.5,-22.93,90.72,78.608,614.7536384,False,BUCKET C,33.46815088854395,69.2300033569336
ARIHANTSUP,,Arihant Superstructures Limited,270.79998779296875,1.1013558417889486,1.785378770134089,5.451713654786756,2.380396495893943,2.42814626908905,72.18,58.694,13.486000000000004,73.22666666666666,78.58305352134136,1171.209728,False,Neutral / Other,39.30570851264966,446.1704406738281
TIMKEN,,Timken India Limited,3689.39990234375,3.2317637078826844,1.5161063416707123,4.5096581885971485,2.7389724471290946,2.8059515168380247,56.57,54.028,2.5420000000000016,67.14666666666666,78.49447600668057,27751.1995392,False,BUCKET B,1.621248189956538,3750.199951171875
SOLARINDS,Power Equipment,Solar Industries India Limited,18052.0,1.6212564737671697,6.822888928338955,5.302455812868226,2.6693920832956635,2.7829041122639384,43.22,40.368,2.8519999999999968,72.05333333333334,78.4647701801239,163352.6480896,False,BUCKET B,3.2220018227630947,18653.0
VINDHYATEL,,Vindhya Telelinks Limited,2374.10009765625,8.928657841534756,9.912041558159721,13.713001347462573,2.5219721527727894,2.7670262368485012,36.23,36.224000000000004,0.005999999999993122,95.04,78.35070303657658,2813.5135232,False,BUCKET B,0.0,2374.10009765625
